"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
458.862500,0.00000,WQLE877,"Other Services","City Council Sergeant-at-Arms (City Hall)","City Council","662 DPL",,FMN,M,"Public Works"
458.950000,0.00000,KQP434,"Parking Enforcement","District Tac","Parking Tac","203.5 PL",,FMN,M,"Law Tac"
459.887500,0.00000,,"Attractions American Museum of Natural History","A Night at the Museum sleepover","MoNH Slpover  B","432 DPL",,FMN,M,Business
460.012500,465.01250,WNYF842,"Dept of Correction","Brooklyn Detention Complex and Courts","DOC Brklyn","047 DPL",,FMN,RM,Corrections
460.012500,0.00000,WNYF842,"Dept of Correction","Bronx Facilities - Vernon C. Baine Center (VCBC)","DOC Bronx","114.8 PL",,FMN,M,Corrections
460.037500,0.00000,WNYI446,"Dept of Correction","Rikers SOD/Security (on Island)","DOC Rikers","047 DPL",,FMN,RM,Corrections
460.112500,0.00000,WPBQ332,Tactical,"Tac P - Narcotics","NYPD Tac P","203.5 PL",,FMN,M,"Law Tac"
460.187500,0.00000,WPBQ332,"Dept of Correction","Tactical Search Operations (TSO 2)","DOC TSO 2","072 DPL",,FMN,M,Corrections
460.187500,0.00000,WPBQ332,Tactical,"Tac Q","NYPD Tac Q","210.7 PL",,FMN,M,"Law Tac"
460.237500,0.00000,WPKY646,"Dept of Correction","Rikers Facilities - George Motchan Detention Center (C-73)","DOC Rikers","072 DPL",,FMN,M,Corrections
460.237500,0.00000,WPBQ332,Tactical,"Tac R","NYPD Tac R","218.1 PL",,FMN,M,"Law Tac"
460.262500,0.00000,,"Dept of Correction","Rikers Facilities - Anna M. Koss Center (C-95)","DOC Rikers","072 DPL",,FMN,RM,Corrections
460.275000,465.27500,KJN880,"Volunteer Fire Departments","Broad Channel FD Dispatch","BCVFD Dispatch","192.8 PL",,FMN,RM,"Fire Dispatch"
460.312500,0.00000,WPBQ332,Tactical,"Tac S","NYPD Tac S","225.7 PL",,FMN,M,"Law Tac"
460.362500,0.00000,WPKY646,"Dept of Correction","Tactical Search Operations (TSO 1)","DOC TSO 1","114.8 PL",,FMN,M,Corrections
460.387500,465.38750,KNAA929,"Volunteer Fire Departments","Gerrittsen Beach FD Dispatch/Fireground","GBVFD Disp/FG","123.0 PL",,FMN,RM,"Fire Dispatch"
460.462500,0.00000,WPBQ332,Tactical,"Tac T","NYPD Tac T","233.6 PL",,FMN,M,"Law Tac"
460.487500,0.00000,WPBQ332,Tactical,"Tac U - NYPD/FDNY Interop","NYPD Tac U","241.8 PL",,FMN,M,"Law Tac"
460.562500,0.00000,KLG642,"Volunteer Fire Departments","Rockaway Point FD Dispatch","RPFD Dispatch","192.8 PL",,FMN,BM,"Fire Dispatch"
460.575000,465.57500,WQAZ844,Fireground,"Subway Repeater 1","FDNY Subway Rpt1","127.3 PL",,FMN,RM,Fire-Tac
460.625000,465.62500,WQAZ844,Fireground,"Subway Repeater 2","FDNY Subway Rpt2","91.5 PL",,FMN,RM,Fire-Tac
460.650000,0.00000,KJY411,"Airports Airline Ground Operations","American Airlines - Ramp","LGA American","131.8 PL",,FMN,RM,Business
460.650000,0.00000," ","Delta Airlines (JFK)","Site 001 Delta Lounge",,,,DMR,,TRS
460.650000,0.00000," ","American Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
460.662500,465.66250,WQOL623,"Airports Airline Ground Operations","Southwest Ch. 3/6","SWA 3","172 DPL",,FMN,RM,Business
460.662500,0.00000," ","British Airways (JFK)","Site 001 JFK",,,,DMR,,TRS
460.675000,0.00000,KAV973,"Airports Airline Ground Operations","American Airlines - Ramp","LGA AA Ramp","118.8 PL",,FMN,RM,Business
460.700000,0.00000,KJY411,"Airports Airline Ground Operations","American Airlines Express","LGA American","265 DPL",,FMN,RM,Business
460.700000,0.00000," ","British Airways (JFK)","Site 001 JFK",,,,DMR,,TRS
460.725000,465.72500,KDD677,"Airports Airline Ground Operations",United,United,"203.5 PL",,FMN,BM,Business
460.725000,0.00000,KJX291,"Airports Airline Ground Operations","United Airlines - Ramp","LGA UnitdRmp","100.0 PL",,FMN,RM,Business
460.725000,0.00000,KJX291,"Airports Airline Ground Operations","United Airlines - Customer Service","LGA Unitd CS","210.7 PL",,FMN,RM,Business
460.737500,465.73750,WQFN643,"Airports Airline Ground Operations","Alaska Airlines","Alaska Air","072 DPL",,FMN,BM,Business
460.750000,0.00000,WNWA644,"Airports Airline Ground Operations","United Airlines","LGA United","054 DPL",,FMN,RM,Business
460.775000,0.00000,KFH397,"Airports Airline Ground Operations","American Airlines - Customer Service","LGA AA CustS","118.8 PL",,FMN,RM,Business
460.825000,0.00000,KZA754,"Airports Airline Ground Operations","Delta Airlines","LGA Delta825","162.2 PL",,FMN,RM,Business
460.825000,0.00000," ","Delta Airlines (JFK)","Site 001 Delta Lounge",,,,DMR,,TRS
460.825000,0.00000," ","Delta Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
460.850000,0.00000," ","Delta Airlines (JFK)","Site 001 Delta Lounge",,,,DMR,,TRS
460.875000,0.00000,WNHG237,"Airports Airline Ground Operations","Delta Airlines","LGA Delta875","118.8 PL",,FMN,RM,Business
460.887500,465.88750,WQFM657,"Airports Airline Ground Operations","Terminal One","Terminal One","244 DPL",,FMN,BM,Business
460.887500,465.88750,WQKE518,"Airports Airline Ground Operations","Southwest Ch. 1/4 Ramp","SWA 1 Ramp","85.4 PL",,FMN,RM,Business
461.050000,0.00000," ","SI 2way","Site 001 Confirmed LCN",,,,LTR,,TRS
461.062500,466.06250,,"Businesses Miscellaneous","LG Construction (various locations)","LG Construct","156 DPL",,FMN,RM,Business
461.100000,0.00000," ","RF Design Consultants","Site 003 Floral Park",,,,DMR,,TRS
461.112500,0.00000," ","Delta Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
461.125000,466.12500,WPPT651,"Businesses Housing","Stuyvesant Town-Peter Cooper Village Public Safety","ST-PCV PS","CC 6|TG 7000|SL *",,DMR,RM,Security
461.225000,466.22500,WQIN644,"Media Firebuffs","Citywide One, New York","Citywide One","167.9 PL",,FMN,RM,Media
461.237500,0.00000,,"Businesses Retail","Apple Store (Soho)",AppleStrSoho,,,FMN,M,Business
461.275000,466.27500,WPOG576,"Businesses Taxi and Limo Services","Apple Radio Car Service",AppleCar,"186.2 PL",,FMN,BM,Transportation
461.362500,0.00000,,"Stuyvesant High School","Technology Department Ch. 11 Primary","SHS Tech 11","74.4 PL",,FMN,M,Schools
461.387500,466.38750,WRNS218,"Businesses Housing","Parkchester South Maintenance","PrkChS Maint","CC 11|TG 4000|SL *",,DMR,RM,Business
461.387500,0.00000," ","JetBlue Airways (JFK)","Site 001 JFK",,,,DMR,,TRS
461.412500,0.00000," ","Rockefeller Center","Site 001 Rockefeller Center",,,,DMR,,TRS
461.412500,0.00000," ","Delta Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
461.418750,0.00000," ","Nassau Suffolk Communications (NEXEDGE)","Site 033 North Shore Towers",,,,NXDN,,TRS
461.450000,0.00000,,"Businesses Retail","Macy's (Herald Square) - Public Relations","Macys HS PR","464 DPL",,FMN,M,Business
461.450000,0.00000," ","Statcom Communications","Site 001 Confirmed LCN",,,,LTR,,TRS
461.487500,0.00000,KFH397,"Airports Airline Ground Operations","American Airlines - Maintenance","LGA AA Mnt","516 DPL",,FMN,RM,Business
461.500000,466.50000,WQCI921,EMS,"Douglastown Community Ambulance","Douglastown EMS","723 DPL",,FMN,RM,"EMS Dispatch"
461.500000,466.50000,WQCI921,EMS,"Bayside Volunteer Ambulance","Bayside EMS","226 DPL",,FMN,RM,"EMS Dispatch"
461.500000,0.00000,WQCI921,EMS,"Flushing Volunteer Ambulance","Flushing EMS","125 DPL",,FMN,BM,"EMS Dispatch"
461.500000,0.00000,WQCI921,EMS,"Whitestone Volunteer Ambulance","Whitestone EMS","306 DPL",,FMN,BM,"EMS Dispatch"
461.512500,0.00000,WQY604,"Media Radio and Television","Shadow Traffic Chopper","Shadow Traff","223 DPL",,FMN,M,Media
461.562500,0.00000," ","Rockefeller Center","Site 001 Rockefeller Center",,,,DMR,,TRS
461.575000,466.57500,WPBF524,"Kingsborough Community College","Public Safety","KngborCC Pub Saf","203.5 PL",,FMN,RM,Security
461.575000,0.00000," ","Hertz Rental Car (LGA)","Site 001 LGA",,,,DMR,,TRS
461.612500,0.00000,WPFW319,"Airports Airline Ground Operations","Delta Airlines - Maintenance","LGA DeltaMnt","503 DPL",,FMN,RM,Business
461.612500,0.00000," ","Delta Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
461.675000,0.00000,WPAJ275,"Airports Airline Ground Operations","American Airlines","LGA American","346 DPL",,FMN,RM,Business
461.675000,0.00000," ","American Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
461.712500,466.71250,WQTM354,"Attractions South Street Seaport","South Street Seaport Security","S St Seaprt Sec","CC 7|TG 778877|SL 1",,DMR,RM,Security
461.725000,0.00000,WPAJ275,"Airports Airline Ground Operations","American Airlines","LGA American","346 DPL",,FMN,RM,Business
461.750000,0.00000," ","Rockefeller Center","Site 001 Rockefeller Center",,,,DMR,,TRS
461.775000,0.00000," ","Statcom Communications","Site 002 SI #2",,,,LTR,,TRS
461.787500,0.00000," ","Yankee Stadium","Site 001 Yankee Stadium",,,,DMR,,TRS
461.825000,0.00000," ","Statcom Communications","Site 001 Confirmed LCN",,,,LTR,,TRS
461.862500,0.00000," ","Yankee Stadium","Site 001 Yankee Stadium",,,,DMR,,TRS
461.900000,0.00000," ","SI 2way","Site 001 Confirmed LCN",,,,LTR,,TRS
461.925000,466.92500,WPUI822,EMS,"New York Presbyterian EMS","NYP EMS","023 DPL",,FMN,RM,"EMS Dispatch"
461.937500,0.00000," ","Yankee Stadium","Site 001 Yankee Stadium",,,,DMR,,TRS
461.962500,0.00000," ","Delta Airlines (JFK)","Site 001 Delta Lounge",,,,DMR,,TRS
461.975000,0.00000," ","Hertz Rental Car (LGA)","Site 001 LGA",,,,DMR,,TRS
462.025000,0.00000,WPAJ275,"Airports Airline Ground Operations","American Airlines","LGA American","346 DPL",,FMN,RM,Business
462.025000,0.00000," ","American Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
462.075000,0.00000," ","Statcom Communications","Site 001 Confirmed LCN",,,,LTR,,TRS
462.075000,0.00000," ","Hotel Indigo - Lower East Side","Site 001 Hotel",,,,DMR,,TRS
462.125000,0.00000," ","LaGuardia Airport Central Terminal","Site 001 Central Terminal",,,,DMR,,TRS
462.150000,0.00000," ","Rockefeller Center","Site 001 Rockefeller Center",,,,DMR,,TRS
462.175000,0.00000,WPAJ275,"Airports Airline Ground Operations","American Airlines","LGA American","346 DPL",,FMN,RM,Business
462.175000,0.00000," ","American Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
462.225000,0.00000," ","SI 2way","Site 001 Confirmed LCN",,,,LTR,,TRS
462.250000,0.00000," ","SI 2way","Site 001 Confirmed LCN",,,,LTR,,TRS
462.275000,467.27500,WPMX437,"Businesses Taxi and Limo Services","New Day Night Car Service",DayNight,"073 DPL",,FMN,BM,Transportation
462.325000,0.00000," ","Delta Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
462.375000,467.37500,WNNG369,"New York University",Security,"NYU Sec","CC 3|TG 1691787|SL 1",,DMR,RM,Security
462.437500,467.43750,WQPQ666,"Businesses Business Improvement Districts","Downtown Alliance Public Safety","DwntwnAll PS","CC 2|TG 325|SL 1",,DMR,RM,Security
462.450000,0.00000," ","Statcom Communications","Site 001 Confirmed LCN",,,,LTR,,TRS
462.537500,0.00000," ","Nassau Suffolk Communications (NEXEDGE)","Site 034 Manhattan",,,,NXDN,,TRS
462.737500,0.00000," ","Nassau Suffolk Communications (NEXEDGE)","Site 033 North Shore Towers",,,,NXDN,,TRS
462.950000,467.95000,WNBS209,"Health and Hospitals Corp","MED 9","MED 9","167.9 PL",,FMN,RM,Hospital
462.950000,467.95000,WNBT230,EMS,"Glen Oaks Volunteer Ambulance","Glen Oaks EMS","151.4 PL",,FMN,RM,"EMS Dispatch"
462.975000,467.97500,WNBS209,"Health and Hospitals Corp","MED 10","MED 10","167.9 PL",,FMN,RM,Hospital
463.000000,468.00000,WNBS209,"Health and Hospitals Corp","MED 1","MED 1","167.9 PL",,FMN,RM,Hospital
463.025000,468.02500,WNBS209,"Health and Hospitals Corp","MED 2","MED 2","167.9 PL",,FMN,RM,Hospital
463.050000,468.05000,WNBS209,"Health and Hospitals Corp","MED 3","MED 3","167.9 PL",,FMN,RM,Hospital
463.075000,468.07500,WNBS209,"Health and Hospitals Corp","MED 4","MED 4","167.9 PL",,FMN,RM,Hospital
463.100000,468.10000,WNBS209,"Health and Hospitals Corp","MED 5","MED 5","167.9 PL",,FMN,RM,Hospital
463.125000,468.12500,WNBS209,"Health and Hospitals Corp","MED 6","MED 6","167.9 PL",,FMN,RM,Hospital
463.150000,468.15000,WNBS209,"Health and Hospitals Corp","MED 7","MED 7","167.9 PL",,FMN,RM,Hospital
463.175000,468.17500,WNBS209,"Health and Hospitals Corp","MED 8","MED 8","167.9 PL",,FMN,RM,Hospital
463.181250,0.00000,,"Volunteer Fire Departments","Broad Channel FD Fireground","BCVFD FG","192.8 PL",,FMN,M,Fire-Tac
463.200000,0.00000,WQTE909,"Health and Hospitals Corp","Bronx Municipal Hospital","Bx Hospital",,,FMN,BM,"Public Works"
463.225000,0.00000,KTP507,"Health and Hospitals Corp","Bird S. Coler Hospital",BirdColerHsp,,,FMN,B,"Public Works"
463.225000,0.00000,KNFS392,"Health and Hospitals Corp","Harlem Hospital","Harlem Hosp",,,FMN,B,"Public Works"
463.225000,0.00000,WQHT879,"Health and Hospitals Corp","Bellevue Hospital",BellevueHosp,,,FMN,B,"Public Works"
463.225000,468.22500,WNUR820,"Health and Hospitals Corp","Lincoln Hospital Police","Lincoln Hosp PD","503 DPL",,FMN,RM,"Law Dispatch"
463.262500,468.26250,WQJD263,"Airports Airline Ground Operations","Swissport Ramp","Swissport Ramp","CC 3|TG *|SL 1",,DMR,RM,Business
463.262500,468.26250,WQJD263,"Airports Airline Ground Operations","Swissport Cleaning","Swissport Clean","CC 3|TG *|SL 2",,DMR,RM,Business
463.387500,468.38750,WQES599,EMS,"Volunteer Heart Ambulance (Staten Island) - North","VHRU North","107.2 PL",,FMN,RM,"EMS Dispatch"
463.387500,0.00000,WQES599,EMS,"Volunteer Heart Ambulance (Staten Island) - Tac","VHRU Tac","156.7 PL",,FMN,M,EMS-Tac
463.387500,0.00000,WQBJ514,"Airports Airline Ground Operations",JetBlue,"LGA Jetblue","203.5 PL",,FMN,RM,Business
463.425000,468.42500,WQTS258,"Airports Airline Ground Operations","COPA PAX Assist","COPA PAX Assist","632 DPL",,FMN,RM,Business
463.487500,0.00000," ","Kirby Forensic Psychiatric Center","Site 001 Kirby FPC",,,,DMR,,TRS
463.493750,0.00000," ","Nassau Suffolk Communications (NEXEDGE)","Site 033 North Shore Towers",,,,NXDN,,TRS
463.562500,0.00000," ","Citi Field","Site 001 Citi Field",,,,DMR,,TRS
463.562500,0.00000," ","Yankee Stadium","Site 001 Yankee Stadium",,,,DMR,,TRS
463.600000,468.60000,WPMF238,"Airports Airline Ground Operations","Terminal Four","Terminal Fou","146.2 PL",,FMN,BM,Business
463.600000,468.60000,WQMR463,"Businesses Hotels and Lodging","400 Fifth Avenue Hotel - Maintenance","400 5th Av M",,,FMN,RM,Business
463.600000,468.60000,KUK372,"Businesses Hospitals","Queens Hospital Security",QnsHspSecrty,"146.2 PL",,FMN,RM,Security
463.637500,0.00000," ","Yankee Stadium","Site 001 Yankee Stadium",,,,DMR,,TRS
463.687500,0.00000," ","Delta Airlines (JFK)","Site 001 Delta Lounge",,,,DMR,,TRS
463.700000,0.00000,,"Columbia University","Manhattanville Security","CU Mv Sec","205 DPL",,FMN,BM,Security
463.712500,468.71250,WQJC219,"St. John's University",Security,"SJU Security","CC 1|TG 1|SL *",,DMR,RM,Security
463.737500,468.73750,,"Businesses Miscellaneous","Metrotech Complex - Security",MetrotechSec,"162.2 PL",,FMN,RM,Security
463.750000,0.00000,KNFJ893,"Businesses Taxi and Limo Services","Kew Gardens Car Service","Kew Car","732 DPL",,FMN,BM,Transportation
463.787500,0.00000,,"Businesses World Trade Center","WTC Construction 2","WTC Const 2",CSQ,,FMN,M,Business
463.787500,0.00000," ","JetBlue Airways (JFK)","Site 001 JFK",,,,DMR,,TRS
463.787500,0.00000," ","Yankee Stadium","Site 001 Yankee Stadium",,,,DMR,,TRS
463.800000,468.80000,,"Airports Airline Ground Operations","Terminal One","Terminal One","114.8 PL",,FMN,BM,Business
463.800000,468.80000,WQIP479,"Airports Airline Ground Operations","Terminal Four","Terminal Fou","351 DPL",,FMN,BM,Business
463.906250,0.00000," ","Nassau Suffolk Communications (NEXEDGE)","Site 033 North Shore Towers",,,,NXDN,,TRS
463.912500,468.91250,WQKF775,"Businesses Miscellaneous","Bronx Terminal Market","Bronx Term Markt","CC 13|TG 10000|SL 1",,DMR,RM,Business
463.937500,468.93750,WPPH412,"Airports Airline Ground Operations",Iberia,Iberia,"123.0 PL",,FMN,BM,Business
464.000000,0.00000," ","Delta Airlines (JFK)","Site 001 Delta Lounge",,,,DMR,,TRS
464.025000,469.02500,WPTV311,"Fordham University",Security,"Fordham Sec","CC 10|TG 1000|SL 1",,DMR,RM,Security
464.062500,469.06250,WQNS290,"Businesses Hospitals","Montefiore Medical Center",MontefioreMC,"CC 1|TG 1|SL 1",,DMR,RM,Business
464.075000,469.07500,WPGS514,"Businesses Taxi and Limo Services","Harlem Transportation",HarlemTrans,"85.4 PL",,FMN,BM,Transportation
464.150000,469.15000,WQJV687,"Roosevelt Island Search and Rescue","Public Safety Ch. 2","RI PS 2","167.9 PL",,FMN,RM,Security
464.200000,469.20000,WQVQ656,"New York University","Security Patrols","NYU SecPatrl","271 DPL",,FMN,BM,Security
464.212500,469.21250,WQKK660,"Roosevelt Island Search and Rescue","Public Safety Ch. 1 Dispatch","RI PS 1 Disp","74.4 PL",,FMN,RM,Security
464.212500,469.21250,WQKK660,"Roosevelt Island Search and Rescue","Search and Rescue Ch. 1",RISAR,"118.8 PL",,FMN,RM,"EMS Dispatch"
464.275000,469.27500,WPPT651,"Businesses Housing","Stuyvesant Town-Peter Cooper Village Public Safety 2","ST-PCV PS 2","CC 7|TG 70000|SL 1",,DMR,RM,Security
464.325000,0.00000," ","Delta Airlines (JFK)","Site 001 Delta Lounge",,,,DMR,,TRS
464.375000,469.37500,WQMR758,"Airports Airline Ground Operations","Swiss Airlines PAX Assist","Swiss Air PAXAst","431 DPL",,FMN,RM,Business
464.425000,0.00000,KWW250,"City University of New York","CUNY - Queens Campus",CUNYQueens,,,FMN,B,Schools
464.425000,469.42500,WNJE792,"Attractions American Museum of Natural History",Security,"MoNH Security","CC 14|TG 100235|SL 1",,DMR,RM,Security
464.425000,469.42500,WNVM531,"Businesses Housing","North Shore Towers Maintenance","NST Maintenance","179.9 PL",,FMN,RM,Business
464.450000,0.00000," ","Specialized Mobile Radio","Site 000 Kings",,,,LTR,,TRS
464.450000,0.00000," ","LaGuardia Airport Central Terminal","Site 001 Central Terminal",,,,DMR,,TRS
464.487500,0.00000,,"Stuyvesant High School","Technology Department Ch. 12","SHS Tech 12","79.7 PL",,FMN,M,Schools
464.500000,0.00000,,"Stuyvesant High School","Technology Department Ch. 1","SHS Tech 1","67.0 PL",,FMN,M,Schools
464.500000,0.00000,,"Stuyvesant High School","Technology Department Ch. 3","SHS Tech 3","88.5 PL",,FMN,M,Schools
464.500000,0.00000,,"Stuyvesant High School","Technology Department Ch. 4","SHS Tech 4","179.9 PL",,FMN,M,Schools
464.500000,0.00000,,"Stuyvesant High School","Technology Department Ch. 5","SHS Tech 5",CSQ,,FMN,M,Schools
464.537500,0.00000,,"Stuyvesant High School","Technology Department Ch. 13","SHS Tech 13","85.4 PL",,FMN,M,Schools
464.550000,0.00000,,"Stuyvesant High School","Technology Department Ch. 6","SHS Tech 6","67.0 PL",,FMN,M,Schools
464.550000,0.00000,,"Stuyvesant High School","Technology Department Ch. 7","SHS Tech 7","82.5 PL",,FMN,M,Schools
464.550000,0.00000,,"Stuyvesant High School","Technology Department Ch. 8","SHS Tech 8","94.8 PL",,FMN,M,Schools
464.550000,0.00000,,"Stuyvesant High School","Technology Department Ch. 9","SHS Tech 9","179.9 PL",,FMN,M,Schools
464.550000,0.00000,,"Stuyvesant High School","Technology Department Ch. 10","SHS Tech 10",CSQ,,FMN,M,Schools
464.587500,0.00000," ","Delta Airlines (JFK)","Site 002 Delta Cargo Building",,,,DMR,,TRS
464.662500,0.00000,WRML273,Hatzalah,"Hatzalah UHF Rebroadcast","Hatzalah UHF","167.9 PL",,FMN,B,"EMS Dispatch"
464.687500,469.68750,WPSZ457,"Airports Airline Ground Operations",Delta,Delta,"506 DPL",,FMN,BM,Business
464.687500,469.68750,WQTM909,"Businesses Taxi and Limo Services","La Rebancha Car Service","La Rebancha Car","250.3 PL",,FMN,RM,Transportation
464.687500,0.00000," ","Citi Field","Site 001 Citi Field",,,,DMR,,TRS
464.800000,469.80000,WPOG576,"Businesses Taxi and Limo Services","Apple Radio Car Service",AppleCar,"203.5 PL",,FMN,BM,Transportation
464.825000,469.82500,KNNJ457,"Businesses Housing","Park Chester Condos",PrkChCondos,"CC 6|TG 4000|SL 1",,DMR,RM,Business
464.837500,0.00000," ","British Airways (JFK)","Site 001 JFK",,,,DMR,,TRS
464.875000,469.87500,WPUD784,"Airports Airline Ground Operations","Caribbean Airlines",Caribbean,"141.3 PL",,FMN,RM,Business
464.875000,469.87500,WQCR763,"Businesses Ports","Ports America","Ports America","CC 9|TG 1|SL *",,DMR,RM,Business
464.900000,0.00000,WPZS712,"Airports Airline Ground Operations","Gate Gourmet - Catering","LGA GateGour","723 DPL",,FMN,RM,Business
464.900000,469.90000,KNNJ457,"Businesses Housing","Park Chester Condos",PrkChCondos,"CC 8|TG 4000|SL 1",,DMR,RM,Business
464.912500,469.91250,WQXA233,"Airports Airline Ground Operations","PAX Assist","PAX Assist","CC 1|TG *|SL *",,DMR,RM,Business
464.925000,469.92500,WQIX626,"Barnard College",Security,"Barnard Srty","155 DPL",,FMN,RM,Security
464.925000,469.92500,WQTM355,"Businesses Hotels","Crowne Plaza JFK","CrPlaza JFK","CC 7|TG 1|SL 1",,DMR,RM,Business
464.975000,469.97500,WNJE792,"Attractions American Museum of Natural History",Maintenance/Housekeeping,"MoNH Mnt/Hsk",,,FMN,RM,Business
464.987500,469.98750,,"Businesses Hospitals","Tisch Hospital - Security",TischHospSec,"624 DPL",,FMN,RM,Security
465.112500,0.00000,WPBQ332,Tactical,"Tac J - Narcotics","NYPD Tac J","203.5 PL",,FMN,M,"Law Tac"
465.187500,0.00000,WPBQ332,Tactical,"Tac K - Narcotics","NYPD Tac K","210.7 PL",,FMN,M,"Law Tac"
465.237500,0.00000,WPBQ332,Tactical,"Tac L - Narcotics","NYPD Tac L","218.1 PL",,FMN,M,"Law Tac"
465.312500,0.00000,WPBQ332,Tactical,"Tac M - Narcotics","NYPD Tac M","225.7 PL",,FMN,M,"Law Tac"
465.462500,0.00000,WPBQ332,Tactical,"Tac N - Narcotics","NYPD Tac N","233.6 PL",,FMN,M,"Law Tac"
465.487500,0.00000,WPBQ332,Tactical,"Tac O - Narcotics","NYPD Tac O","241.8 PL",,FMN,M,"Law Tac"
465.500000,0.00000,,"Stuyvesant High School","Technology Department Ch. 2","SHS Tech 2","77.0 PL",,FMN,M,Schools
465.562500,0.00000,KLG642,"Volunteer Fire Departments","Rockaway Point Fireground","RPFD FG","192.8 PL",,FMN,M,Fire-Tac
466.037500,0.00000,,"Stuyvesant High School","Technology Department Ch. 14","SHS Tech 14","91.5 PL",,FMN,M,Schools
466.087500,0.00000,,"Stuyvesant High School","Technology Department Ch. 15","SHS Tech 15","97.4 PL",,FMN,M,Schools
466.837500,0.00000,,"Attractions Theater","Astor Place Theater Ch. 2","AstorPlace 2","516 DPL",,FMN,M,Business
467.762500,0.00000,,"Businesses Retail","Home Depot Glendale and Woodhaven Blvd",HomeDepot,,,FMN,M,Business
468.187500,0.00000,,"Businesses Housing","Rockaway Revival Maintenance/Security Ch 2","Rockaway Rev 2","423 DPL",,FMN,BM,Business
468.212500,0.00000,,"Businesses Housing","Rockaway Revival Security/Maintenance Ch 1","Rockaway Rev 1","413 DPL",,FMN,BM,Security
468.662500,0.00000,,"Attractions Theater","Astor Place Theater Ch. 1","AstorPlace 1","445 DPL",,FMN,M,Business
469.137500,0.00000,,"Businesses World Trade Center","WTC Construction 1","WTC Const 1","174 DPL",,FMN,M,Business
469.887500,0.00000,,"Businesses Retail","Bloomingdale's (59th Street)",Bloomingdale,"606 DPL",,FMN,M,Business
470.387500,473.38750,KGK700,"Transit Authority","Power Section","Power Sectn",,,FMN,RM,Transportation
470.437500,473.43750,,"Transit Authority","Staten Island Railway","SI Railway","141.3 PL",,FMN,RM,Transportation
470.487500,473.48750,WPVS838,"Transit Authority","Maintenance of Way",MOW,"123.0 PL",,FMN,RM,Transportation
470.637500,473.63750,WIF561,Citywide,"VIP Escort (Detective 2)","NYPD VIP Escort","EF1 NAC",,P25E,RM,"Law Tac"
470.662500,473.66250,WQON439,Citywide,"World Trade Center Patrols","NYPD WTC","09D NAC",,P25E,RM,"Law Tac"
470.687500,473.68750,WIK936,Citywide,"Citywide 1","NYPD CW 1","100.0 PL",,FM,RM,"Law Dispatch"
470.712500,473.71250,WIK929,Citywide,"Citywide 2","NYPD CW 2","110.9 PL",,FM,RM,"Law Dispatch"
470.737500,473.73750,WIF565,Citywide,"Detective Citywide (Detective 1)","NYPD DET CW","186.2 PL",,FM,RM,"Law Tac"
470.762500,473.76250,WIF563,Citywide,"Internal Affairs Bureau","NYPD IAB","EF2 NAC",,P25E,RM,"Law Tac"
470.787500,473.78750,WIK928,"Transit Bureau",Citywide,"Transit Citywide","371 DPL",,FM,RM,"Law Dispatch"
470.812500,473.81250,WIF559,Citywide,"Traffic Division (Highway Units)","NYPD Traffic","902 NAC",,P25E,RM,"Law Dispatch"
470.837500,473.83750,WIF567,Citywide,"Special Operations Division","NYPD SOD","37C NAC",,P25E,RM,"Law Dispatch"
470.862500,473.86250,WIF562,Citywide,"Citywide 3","NYPD CW 3","151.4 PL",,FM,RM,"Law Dispatch"
470.887500,473.88750,WIF560,Citywide,"Citywide 4","NYPD CW 4","EF0 NAC",,P25E,RM,"Law Dispatch"
470.912500,473.91250,WIK930,"Transit Bureau","Division 3 - Queens/Brooklyn East","Transit Div 3","032 DPL",,FM,RM,"Law Dispatch"
470.937500,473.93750,WIK932,Queens,"Patrol Borough Queens","NYPD PB QN","167.9 PL",,FM,RM,"Law Dispatch"
470.962500,473.96250,WIK934,"Transit Bureau","Division 4 - Brooklyn West and South","Transit Div 4","047 DPL",,FM,RM,"Law Dispatch"
470.987500,473.98750,WIK933,Brooklyn,"Patrol Borough Brooklyn","NYPD PB BK","136.5 PL",,FM,RM,"Law Dispatch"
471.012500,474.01250,WIF569,Citywide,"Organized Crime Control Bureau","NYPD OCCB","EF3 NAC",,P25E,RM,"Law Tac"
471.037500,474.03750,WIK935,Bronx,"Patrol Borough Bronx","NYPD PB BX","123.0 PL",,FM,RM,"Law Dispatch"
471.062500,474.06250,WIF568,Manhattan,"Patrol Borough Manhattan","NYPD PB MN","110.9 PL",,FM,RM,"Law Dispatch"
471.087500,474.08750,WIH585,"Transit Bureau","Division 1 - Manhattan South","Transit Div 1","025 DPL",,FM,RM,"Law Dispatch"
471.112500,474.11250,WIF536,Citywide,"Communications Div., Fleet Services","NYPD CDCW","110.9 PL",,FM,RM,"Law Tac"
